Address,Detail_URL,ID,Monthly Rent,Move In Date,Move Out Date,Lease Term,Short Lease Term,Sublease Permitted,Security Deposit,Property Owner,Property Type,"Location
                                            Sector",Level,City,Bedrooms,Bathrooms,Max Occupancy,Wheel Chair Access,Basement,Laundry,Parking,Number of Parking Spaces,Off-street Parking,Off-street Monthly,Off-street Yearly,On-street Parking,On-street Permit Required,Garage Parking,Garage Monthly,Garage Yearly,Furnished,Fireplace,Air Conditioning,Dishwasher,Stove,Refrigerator,Security System,Backyard,Deck Or Porch,Other Amenities,Pet Deposit,Additional Pet Rent,Additional Dog Rent,Additional Cat Rent,Pets Allowed,Dogs Allowed,Cats Allowed,Pet Deposit Refundable,Water Included,Electric Included,Gas Included,Name,Phone
248 East 16th Avenue Unit 248,https://offcampus.osu.edu/search-housing.aspx?property=20983&pricefrom=0&sort=1&alllandlords=0,000051F7,"$2,499.00 - $2,601.00",08-19-2026,07-31-2027,12 months,No,No,$2499-2601,Hometeam,Duplex/Town House,University District: Central,Ground Level,"Columbus, OH",3,"2 full, 0 half",3,No,No,Laundry facilities in the unit,Yes,0,No,$Ask us about our pricing,n/a,Yes,,No,n/a,n/a,No,No,Window A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
253 East 16th Avenue Unit 253,https://offcampus.osu.edu/search-housing.aspx?property=21105&pricefrom=0&sort=1&alllandlords=0,00005271,"$2,499.00 - $2,601.00",08-19-2026,07-31-2027,12 months,No,No,$2499-2601,Hometeam,Duplex/Town House,University District: Central,Ground Level,"Columbus, OH",3,"2 full, 0 half",3,No,No,Laundry facilities in the unit,Yes,0,No,$Ask us about our pricing,n/a,Yes,,No,n/a,n/a,No,No,Window A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
1638 North 4th Street,https://offcampus.osu.edu/search-housing.aspx?property=14535&pricefrom=0&sort=1&alllandlords=0,000038C7,"$2,500.00",8/20/2026,7/29/2027,12 Months,No,Yes,$2500,Peak Property Group,House,University District: Central,Above Ground,"Columbus, OH",6,"2 full, 0 half",6,No,Yes,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
100 East 10 Avenue,https://offcampus.osu.edu/search-housing.aspx?property=20548&pricefrom=0&sort=1&alllandlords=0,00005044,"$2,500.00",1/13/2026,7/31/2026,through 7/31/2026,Yes,Yes,$2500,Buckeye Real Estate,Duplex/Town House,University District: Southeast,Above Ground,"Columbus, OH",2,"3 full, 0 half",4,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,,Yes,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,No,Yes,Yes,"Brand New Build 2021! Remodeled two/three bedroom townhouse with stainless steel appliances (range, refrigerator, dishwasher, microhood), granite countertops, washer/dryer, central air, and ceiling fans. Unique units feature ATTACHED GARAGE (fits two standard sized vehicles) on the main floor of unit!

Parking information: 2 car garage with two openers included with rent, there is no additional off street parking

View our Leasing Procedure and a copy of our Lease Agreement at BuckeyeRealEstate.com > Future Residents > FAQs/Documents

Available Matterport tour may be from a different, yet similar, unit at the property:
https://my.matterport.com/show/?m=HQ7jUtAtCY8",$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
2394 Summit St Street,https://offcampus.osu.edu/search-housing.aspx?property=14801&pricefrom=0&sort=1&alllandlords=0,000039D1,"$2,500.00",08/01/2026,7/15/2027,1 year,No,Yes,$2500,DPG Properties,House,University District: Northeast,Above Ground,"Columbus, OH",5,"1 full, 0 half",5,No,Yes,Laundry facilities in the building,Yes,4,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$500,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,,
48 West Patterson Avenue,https://offcampus.osu.edu/search-housing.aspx?property=10127&pricefrom=0&sort=1&alllandlords=0,0000278F,"$2,500.00",08-01-2026,07-30-2027,12 mo,No,No,$2500,S&G Properties,Half Double,University District: Northwest,Above Ground,"Columbus, OH",4,"1 full, 0 half",4,No,Yes,Laundry facilities in the unit,Yes,4,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,"Call Text 614-395-2576
Gigantic remodeled half double.  this is very nice with new kitchen, bath, windows and TONS of free parking.
Full Basement with Laundry",$0,$0,$0,$0,No,No,No,No,No,No,No,,
375 East Sixteenth Avenue,https://offcampus.osu.edu/search-housing.aspx?property=16210&pricefrom=0&sort=1&alllandlords=0,00003F52,"$2,500.00",08-15-2026,07-31-2027,1 year,No,Yes,$2500,"SoGate Properties, LLC",Duplex/Town House,University District: Central,Above Ground,"Columbus, OH",5,"2 full, 0 half",5,No,Yes,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,"Nice unit with hardwood floors, replacement windows, new furnace and AC and nice finishes include 2"" blinds in all windows.  Has a washer/dryer on first floor.  Good off-street parking.",$100,$0,$0,$0,Yes,No,Yes,No,No,No,No,,
"PO Box 12788Columbus, OH 43212",https://offcampus.osu.edu/search-housing.aspx?property=21882&pricefrom=0&sort=1&alllandlords=0,0000557A,"$2,565.00",8/4/2026,7/19/2027,12 months,No,Yes,$2565,Peak Property Group,House,University District: Northeast,Ground Level,"Columbus, OH",5,"2 full, 0 half",6,No,No,Laundry facilities in the unit,Yes,3,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,Chelsie Flores,614-360-2020
373 East 13th Avenue,https://offcampus.osu.edu/search-housing.aspx?property=20744&pricefrom=0&sort=1&alllandlords=0,00005108,"$2,565.00",08/01/2026,07/01/2027,12 months,No,Yes,$2565,Peak Property Group,Duplex/Town House,University District: Southwest,Above Ground,"Columbus, OH",5,"2 full, 0 half",5,No,Yes,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,TO SCHEDULE A SHOWING: www.peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
"75 S. High StDublin, OH 43017",https://offcampus.osu.edu/search-housing.aspx?property=12295&pricefrom=0&sort=1&alllandlords=0,00003007,"$2,575.00",08/1/2026,7/15/2027,12 months,No,Yes,$2575,DPG Properties,House,University District: Northeast,Above Ground,"Columbus, OH",5,"1 full, 0 half",5,No,Yes,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$500,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,David Galbreath,614-360-8400
250 Chittenden Avenue Unit- 3 TH,https://offcampus.osu.edu/search-housing.aspx?property=20561&pricefrom=0&sort=1&alllandlords=0,00005051,"$2,595.00",08/01/2026,07/01/2027,12 months,No,Yes,$99,Peak Property Group,Duplex/Town House,University District: Central,Above Ground,"Columbus, OH",3,"2 full, 1 half",4,No,No,Laundry facilities in the unit,Yes,3,Yes,$$95/spot; $150/stall,n/a,Yes,,Yes,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,TO SCHEDULE A SHOWING: 614-360-2020/leasing@peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
113 East Oakland Avenue,https://offcampus.osu.edu/search-housing.aspx?property=14890&pricefrom=0&sort=1&alllandlords=0,00003A2A,"$2,650.00",8/01/2026,7/15/2027,1 Year,No,Yes,$2650,DPG Properties,House,University District: Northwest,Above Ground,"Columbus, OH",4,"1 full, 1 half",6,No,Yes,Laundry facilities in the unit,Yes,0,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,Yes,Central A/C,No,Yes,Yes,No,Yes,Yes,,$$500,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,,
212 West Norwich Avenue Unit 212,https://offcampus.osu.edu/search-housing.aspx?property=12550&pricefrom=0&sort=1&alllandlords=0,00003106,"$2,700.00",08-19-2026,07-31-2027,12 months,No,No,$2700,Hometeam,Duplex/Town House,University District: Northwest,Above Ground,"Columbus, OH",6,"2 full, 0 half",6,No,No,Laundry facilities in the building,Yes,4,Yes,$Ask us about our pricing,n/a,No,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
"75 S. High StDublin, OH 43017",https://offcampus.osu.edu/search-housing.aspx?property=13391&pricefrom=0&sort=1&alllandlords=0,0000344F,"$2,700.00",8/1/2026,7/15/2027,1 year,No,Yes,$2700,DPG Properties,House,University District: Northeast,Above Ground,"Columbus, OH",5,"2 full, 0 half",5,No,Yes,Laundry facilities in the unit,Yes,5,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,No,Yes,Yes,We have plenty of well maintained homes with 1-6 Bedrooms.  Text 614-360-8400 to schedule a showing! www.dgpproperties.net,$500,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,David Galbreath,614-360-8400
114 East Norwich Avenue Unit-C,https://offcampus.osu.edu/search-housing.aspx?property=16865&pricefrom=0&sort=1&alllandlords=0,000041E1,"$2,700.00",08/09/2026,07/31/2027,12 months,No,Yes,$2700,Pella Company,Duplex/Town House,University District: Northeast,Above Ground,"Columbus, OH",4,"1 full, 1 half",5,No,No,Laundry facilities in the unit,Yes,2,Yes,n/a,$100,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
366 East 13th Avenue,https://offcampus.osu.edu/search-housing.aspx?property=14614&pricefrom=0&sort=1&alllandlords=0,00003916,"$2,800.00",8/01/26,7/15/27,11 1/2  month lease,No,No,$2800,Schubert Properties,House,University District: Northeast,Above Ground,"Columbus, OH",4,"1 full, 3 half",5,No,Yes,Laundry facilities in the unit,Yes,8,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$200,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,,
372 East 13th Avenue,https://offcampus.osu.edu/search-housing.aspx?property=11476&pricefrom=0&sort=1&alllandlords=0,00002CD4,"$2,800.00",08/01/2026,7/15/2027,11 1/2  month lease,No,No,$2800,Schubert Properties,House,University District: Central,Ground Level,"Columbus, OH",4,"2 full, 0 half",5,No,Yes,Laundry facilities in the unit,Yes,8,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,Yes,Yes,Yes,free washer/dryer,$200.00,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,,
249 West Norwich Avenue,https://offcampus.osu.edu/search-housing.aspx?property=15222&pricefrom=0&sort=1&alllandlords=0,00003B76,"$2,800.00",08/09/2026,07/31/2027,356 days,No,Yes,$2800,Pella Company,Duplex/Town House,University District: Northwest,Ground Level,"Columbus, OH",4,"2 full, 0 half",5,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
"15 E. Lane AveColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=22016&pricefrom=0&sort=1&alllandlords=0&sublet=true,00005600,"$2,700.00",5/1/2026,7/30/2026,11.5 months,No,Yes,$500,Wilson Place,Apartment,University District: Northeast,Above Ground,"Columbus, OH",2,"2 full, 0 half",2,No,No,Laundry facilities in the unit,Yes,1,No,n/a,n/a,No,,Yes,$$125-300,n/a,Yes,No,Central A/C,Yes,Yes,Yes,Yes,No,No,,$0,$250,$50,$50,Yes,Yes,Yes,No,No,No,No,Jackie Storer,614-591-7009
"15 E. Lane AveColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=20865&pricefrom=0&sort=1&alllandlords=0&sublet=true,00005181,"$1,300.00",8/17/2025,7/31/2026,11.5 months,No,Yes,$2900,Wilson Place,Apartment,University District: Northeast,Above Ground,"Columbus, OH",2,"2 full, 0 half",2,Yes,No,Laundry facilities in the unit,Yes,1,No,n/a,n/a,No,,Yes,$125-300,n/a,Yes,No,Central A/C,Yes,Yes,Yes,Yes,No,No,,$250,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,Jackie Storer,614-591-7009
"15 E. Lane AveColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=20865&pricefrom=0&sort=1&alllandlords=0,00005181,"$2,900.00",08-19-2026,07-31-2027,11.5 months,No,Yes,$2900,Wilson Place,Apartment,University District: Northeast,Above Ground,"Columbus, OH",2,"2 full, 0 half",2,Yes,No,Laundry facilities in the unit,Yes,1,No,n/a,n/a,No,,Yes,$125-300,n/a,Yes,No,Central A/C,Yes,Yes,Yes,Yes,No,No,,$250,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,Jackie Storer,614-591-7009
230 East 15th Avenue Unit C,https://offcampus.osu.edu/search-housing.aspx?property=16787&pricefrom=0&sort=1&alllandlords=0,00004193,"$2,900.00",08/09/2026,07/31/2027,11.5 Months,No,Yes,$2900,Pella Company,Apartment,University District: Central,Above Ground,"Columbus, OH",4,"2 full, 0 half",5,No,No,Laundry facilities in the unit,Yes,2,Yes,n/a,$100,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$ 0,$0,$0,$0,No,No,No,No,No,No,No,,
50 West Northwood  Avenue Unit C,https://offcampus.osu.edu/search-housing.aspx?property=15221&pricefrom=0&sort=1&alllandlords=0,00003B75,"$2,900.00",8/9/2026,7/31/2027,356 Days,No,Yes,$2900,Pella Company,Apartment,University District: Northwest,Ground Level,"Columbus, OH",4,"1 full, 1 half",5,No,No,Laundry facilities in the unit,Yes,2,Yes,n/a,$100,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
50 West Northwood Avenue Unit A,https://offcampus.osu.edu/search-housing.aspx?property=11140&pricefrom=0&sort=1&alllandlords=0,00002B84,"$2,900.00",08/09/2026,07/31/2027,356 Days,No,Yes,$2900,Pella Company,Apartment,University District: Northwest,Ground Level,"Columbus, OH",4,"1 full, 1 half",5,No,No,Laundry facilities in the unit,Yes,2,Yes,n/a,$100,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
58 West Patterson Avenue,https://offcampus.osu.edu/search-housing.aspx?property=10371&pricefrom=0&sort=1&alllandlords=0,00002883,"$2,900.00",08-01-2026,07-30-2027,12 month,No,Yes,$2900,S&G Properties,Half Double,University District: Northwest,Ground Level,"Columbus, OH",4,"1 full, 0 half",5,No,Yes,Laundry facilities in the unit,Yes,4,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,new kitchen. new bath. new windows. mini blinds. 2 bathrooms. Some hardwood floors.  Huge apartment.  New windows.  Great porch and neighborhood.,$0,$0,$0,$0,No,No,No,No,No,No,No,,
"No Local OfficeColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=18865&pricefrom=0&sort=1&alllandlords=0,000049B1,"$2,950.00",08-15-2026,07-25-2027,11.5 Months,No,Yes,$One Month's Rent,"OSU Properties, George Kanellopoulos",House,University District: Northwest,Ground Level,"Columbus, OH",5,"2 full, 1 half",7,No,Yes,Laundry facilities in the unit,Yes,9,Yes,n/a,n/a,Yes,,Yes,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,"For full listing details, including a floor plan and extensive pictures, see our website below:

https://osuproperties.com/propview.asp?cat=fivebed#171-west-patterson",$0,$0,$0,$0,No,No,No,No,Yes,No,No,Alek Kanellopoulos,614-546-9760
"75 S. High StDublin, OH 43017",https://offcampus.osu.edu/search-housing.aspx?property=8300&pricefrom=0&sort=1&alllandlords=0,0000206C,"$3,000.00",08/01/2026,7/25/2027,12 months,No,Yes,$3000,DPG Properties,House,University District: Central,Above Ground,"Columbus, OH",6,"2 full, 0 half",12,No,Yes,Laundry facilities in the building,Yes,6,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,No,Yes,Yes,"Washer, dryer, central air conditioning, newer windows, rear parking lot",$500,$50,$50,$0,Yes,Yes,Yes,No,No,No,No,David Galbreath,614-360-8400
94 East 18th Avenue Unit A,https://offcampus.osu.edu/search-housing.aspx?property=15476&pricefrom=0&sort=1&alllandlords=0,00003C74,"$3,000.00",08-19-2026,07-31-2027,12 months,No,No,$3000,Hometeam,Duplex/Town House,University District: Central,Above Ground,"Columbus, OH",4,"2 full, 0 half",4,No,No,Laundry facilities in the unit,Yes,2,Yes,$Ask us about our pricing,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
149 West 10th Avenue Unit 149,https://offcampus.osu.edu/search-housing.aspx?property=6874&pricefrom=0&sort=1&alllandlords=0,00001ADA,"$3,000.00",08-19-2026,07-31-2027,12 months,No,No,$3000,Hometeam,Duplex/Town House,University District: Southwest,Ground Level,"Columbus, OH",8,"2 full, 0 half",8,No,Yes,Laundry facilities in the unit,Yes,0,No,$Ask us about our pricing,n/a,Yes,Yes,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,"Hardwood flooring
Washer/dryer in unit",$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
"15 E. Lane AveColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=20866&pricefrom=0&sort=1&alllandlords=0,00005182,"$3,000.00",08-19-2026,07-31-2027,11.5 months,No,Yes,$3000,Wilson Place,Apartment,University District: Northeast,Above Ground,"Columbus, OH",2,"2 full, 0 half",2,Yes,No,Laundry facilities in the unit,Yes,1,No,n/a,n/a,No,,Yes,$125-300,n/a,Yes,No,Central A/C,Yes,Yes,Yes,Yes,No,No,,$250,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,Jackie Storer,614-591-7009
2111 Indiana Avenue,https://offcampus.osu.edu/search-housing.aspx?property=11773&pricefrom=0&sort=1&alllandlords=0,00002DFD,"$3,125.00",8/15/2026,7/31/2027,1 Year,No,No,$3125,Ohio State Property Management,Half Double,University District: Northeast,Above Ground,"Columbus, OH",5,"2 full, 0 half",5,No,Yes,Laundry facilities in the unit,No,0,No,n/a,n/a,No,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,Yes,Yes,Yes,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
1760 North Fourth Street,https://offcampus.osu.edu/search-housing.aspx?property=11771&pricefrom=0&sort=1&alllandlords=0,00002DFB,"$3,125.00",08-15-2026,07-31-2027,1 Year,No,No,$3125,Ohio State Property Management,House,University District: Central,Above Ground,"Columbus, OH",6,"2 full, 0 half",6,No,Yes,Laundry facilities in the unit,Yes,6,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,Yes,Yes,Yes,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
95 East Patterson Avenue,https://offcampus.osu.edu/search-housing.aspx?property=20336&pricefrom=0&sort=1&alllandlords=0,00004F70,"$3,125.00",08-15,07-31,1 year,No,No,$3125,Ohio State Property Management,Half Double,University District: Northeast,Above Ground,"Columbus, OH",5,"2 full, 0 half",5,No,Yes,Laundry facilities in the unit,Yes,4,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,Yes,Yes,Yes,,$NA,$0,$0,$0,No,No,No,No,No,No,No,,
"162 Detroit AvenueP O Box 10038Columbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=21819&pricefrom=0&sort=1&alllandlords=0,0000553B,"$3,250.00",05-01-2026,04-30-2027,Flexible,No,No,$3250,Andrew Klein,House,Outside University District: Italian Village,Above Ground,"Columbus, OH",2,"2 full, 1 half",2,No,No,Laundry facilities in the unit,Yes,3,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$350,$0,$0,$0,Yes,Yes,Yes,Yes,Yes,No,No,Andrew Klein,614-299-6139
"765 Parsons AvenueColumbus, OH 43206",https://offcampus.osu.edu/search-housing.aspx?property=19780&pricefrom=0&sort=1&alllandlords=0,00004D44,"$3,300.00",08-06-2026,7/31/2027,12 Months,No,No,"$3,300",Trusted Companies,Duplex/Town House,University District: Southeast,Above Ground,"Columbus, OH",6,"2 full, 0 half",6,No,Yes,Laundry facilities in the unit,Yes,4,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,No,"*Walkthroughs Now* LARGE 6 Bedroom 2 bath unit available for the 2026 school year! PERFECT LOCATION for south campus college student or those looking to live VERY close to downtown and the short north.

Address is 1515 Summit St. It's a large 6 bedroom house with 3 stories. The entire ground floor is open shared space with high loft ceilings. 
The 2nd and 3rd stories are large bedrooms, 3 of which have skylights.
- 6 bed, 2 bath
- First 2 floors have central Air (AC) and central heating.
- 3 bedrooms on the 3rd floor come with window AC units and brand new in-wall heaters for individual climate control
- Pets allowed (pet fee will be assessed)
- Large backyard for gatherings, cookouts, etc.
- Washer, dryer, and dishwasher included
- Easy access to campus/Ohio Union, the short north and highways (71 and 670)
- 4 dedicated parking spots in back and there's always free open parking out front
- 2 big communal rooms on main floor
- Huge kitchen with 2 refrigerators and a breakfast bar
- Walking distance to many bars and restaurants


Email me to set up a showing! reece@trusted-co.com",$0,$25,$25,$25,Yes,Yes,Yes,Yes,No,No,No,Reece Iovine,614-656-3572
"No Local OfficeColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=9482&pricefrom=0&sort=1&alllandlords=0,0000250A,"$3,300.00",08-15-2026,07-25-2027,11.5 Months,No,Yes,$One Month's Rent,"OSU Properties, George Kanellopoulos",Duplex/Town House,University District: Central,Ground Level,"Columbus, OH",6,"2 full, 1 half",9,No,Yes,Laundry facilities in the unit,Yes,5,Yes,n/a,$250,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,"ALL UTILITIES INCLUDED with Monthly Rent

For full listing details, including a floor plan and extensive pictures, see our website below:

https://osuproperties.com/propview.asp?cat=sixbed#1843-1847-north-4th-sixbed",$0,$0,$0,$0,No,No,No,No,Yes,Yes,Yes,Alek Kanellopoulos,614-546-9760
"No Local OfficeColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=9534&pricefrom=0&sort=1&alllandlords=0,0000253E,"$3,300.00",08-15-2026,07-25-2027,11.5 Months,No,Yes,$One Month's Rent,"OSU Properties, George Kanellopoulos",Duplex/Town House,University District: Central,Ground Level,"Columbus, OH",6,"2 full, 1 half",9,No,Yes,Laundry facilities in the unit,Yes,5,Yes,n/a,$250,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,"ALL UTILITIES INCLUDED with Monthly Rent

For full listing details, including a floor plan and extensive pictures, see our website below:

https://osuproperties.com/propview.asp?cat=sixbed#1843-1847-north-4th-sixbed",$0,$0,$0,$0,No,No,No,No,Yes,Yes,Yes,Alek Kanellopoulos,614-546-9760
